artistName,trackName,secondsPlayed,dateTime_UTC,dateTime,dayNumber,dayOfWeek,hour
Dua Lipa,Pretty Please,116.779,2021-09-16 09:07:00,2021-09-16 02:07:00,0,Thursday,2
Remi Wolf,Photo ID,169.941,2021-09-17 02:12:00,2021-09-16 19:12:00,0,Thursday,19
Remi Wolf,Photo ID,9.032,2021-09-17 02:15:00,2021-09-16 19:15:00,0,Thursday,19
Remi Wolf,Disco Man,32.277,2021-09-17 02:15:00,2021-09-16 19:15:00,0,Thursday,19
Remi Wolf,Down The Line,174.065,2021-09-17 02:15:00,2021-09-16 19:15:00,0,Thursday,19
Jaden,Cabin Fever from The Hill,228.6,2021-09-18 22:24:00,2021-09-18 15:24:00,2,Saturday,15
Lil Nas X,SCOOP (feat. Doja Cat),174.164,2021-09-18 22:27:00,2021-09-18 15:27:00,2,Saturday,15
dhruv,double take,171.743,2021-09-18 22:29:00,2021-09-18 15:29:00,2,Saturday,15
Drake,Champagne Poetry,202.144,2021-09-19 00:01:00,2021-09-18 17:01:00,2,Saturday,17
Jonas Brothers,Who's In Your Head,183.536,2021-09-19 00:04:00,2021-09-18 17:04:00,2,Saturday,17
Duckwrth,Kiss U Right Now,11.331,2021-09-19 00:05:00,2021-09-18 17:05:00,2,Saturday,17
Lil Nas X,SCOOP (feat. Doja Cat),74.99,2021-09-19 00:05:00,2021-09-18 17:05:00,2,Saturday,17
DESTIN CONRAD,CAUTIOUS,140.45,2021-09-19 00:08:00,2021-09-18 17:08:00,2,Saturday,17
James Blake,Famous Last Words,256.155,2021-09-19 00:12:00,2021-09-18 17:12:00,2,Saturday,17
Dijon,Many Times,92.886,2021-09-19 00:13:00,2021-09-18 17:13:00,2,Saturday,17
Miguel,So I Lie,237.4,2021-09-19 00:17:00,2021-09-18 17:17:00,2,Saturday,17
ODIE,Miss Summer,38.959,2021-09-19 00:18:00,2021-09-18 17:18:00,2,Saturday,17
Charlotte Dos Santos,Watching You,2.089,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Jidenna,Bambi,0.812,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Carter Ace,If It Don't Work,1.787,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Rexx Life Raj,Moonwalk,1.277,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Tay Walker,Dreaming,2.043,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],1.323,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],2.298,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
SHRETA,Cruise,1.068,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Mac Miller,Blue World,153.576,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Mac Miller,Blue World,0.928,2021-09-20 01:07:00,2021-09-19 18:07:00,3,Sunday,18
Ciscero,"Good To Know (feat. Masego, Kp & Ambriia)",241.755,2021-09-20 01:11:00,2021-09-19 18:11:00,3,Sunday,18
Masego,Sides of Me,120.18,2021-09-20 01:13:00,2021-09-19 18:13:00,3,Sunday,18
Erykah Badu,Didn't Cha Know,9.228,2021-09-20 01:26:00,2021-09-19 18:26:00,3,Sunday,18
ELHAE,My City ft. Masego,190.375,2021-09-20 01:26:00,2021-09-19 18:26:00,3,Sunday,18
KAMAUU,MANGO (Remix) [feat. Adi Oasis & Masego],246.867,2021-09-20 01:30:00,2021-09-19 18:30:00,3,Sunday,18
Childish Gambino,Baby Boy,76.048,2021-09-20 01:32:00,2021-09-19 18:32:00,3,Sunday,18
SHAWTZ,Lovestruck,75.662,2021-09-20 02:31:00,2021-09-19 19:31:00,3,Sunday,19
Remi Wolf,Photo ID,265.263,2021-09-21 04:51:00,2021-09-20 21:51:00,4,Monday,21
Remi Wolf,Liz,175.866,2021-09-21 04:54:00,2021-09-20 21:54:00,4,Monday,21
Remi Wolf,Disco Man,192.0,2021-09-21 04:57:00,2021-09-20 21:57:00,4,Monday,21
Wallows,OK - with Remi Wolf & Solomonophonic,162.206,2021-09-21 05:00:00,2021-09-20 22:00:00,4,Monday,22
Cautious Clay,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",138.0,2021-09-21 05:02:00,2021-09-20 22:02:00,4,Monday,22
Remi Wolf,Liquor Store,172.88,2021-09-21 05:05:00,2021-09-20 22:05:00,4,Monday,22
Remi Wolf,Quiet On Set,195.038,2021-09-21 05:08:00,2021-09-20 22:08:00,4,Monday,22
Remi Wolf,Photo ID (with Dominic Fike),209.97,2021-09-21 05:12:00,2021-09-20 22:12:00,4,Monday,22
Remi Wolf,Guerrilla,164.782,2021-09-21 05:15:00,2021-09-20 22:15:00,4,Monday,22
Remi Wolf,Monte Carlo,143.793,2021-09-21 05:17:00,2021-09-20 22:17:00,4,Monday,22
Remi Wolf,Down The Line - Kimbra Remix,4.362,2021-09-21 05:21:00,2021-09-20 22:21:00,4,Monday,22
Remi Wolf,Photo ID (with Dominic Fike),209.97,2021-09-21 05:21:00,2021-09-20 22:21:00,4,Monday,22
Remi Wolf,Photo ID (with Dominic Fike),209.97,2021-09-21 05:24:00,2021-09-20 22:24:00,4,Monday,22
Remi Wolf,Rufufus - Sylvan Esso Remix,14.485,2021-09-21 05:25:00,2021-09-20 22:25:00,4,Monday,22
Remi Wolf,Down The Line - Kimbra Remix,40.269,2021-09-21 05:25:00,2021-09-20 22:25:00,4,Monday,22
Remi Wolf,Down The Line,174.065,2021-09-21 05:28:00,2021-09-20 22:28:00,4,Monday,22
Remi Wolf,Photo ID,265.263,2021-09-21 05:32:00,2021-09-20 22:32:00,4,Monday,22
Remi Wolf,Disco Man,192.0,2021-09-21 05:36:00,2021-09-20 22:36:00,4,Monday,22
Remi Wolf,Liz,175.866,2021-09-21 05:39:00,2021-09-20 22:39:00,4,Monday,22
Remi Wolf,Monte Carlo,6.594,2021-09-22 23:49:00,2021-09-22 16:49:00,6,Wednesday,16
Ahmad Lewis,Back in the Day - Remix,5.479,2021-09-23 20:11:00,2021-09-23 13:11:00,7,Thursday,13
Ahmad Lewis,Back in the Day,102.887,2021-09-23 20:30:00,2021-09-23 13:30:00,7,Thursday,13
Cole Alan,Stages,55.754,2021-09-23 22:41:00,2021-09-23 15:41:00,7,Thursday,15
Ella Martine,chosen one,7.976,2021-09-23 22:43:00,2021-09-23 15:43:00,7,Thursday,15
Doja Cat,Alone,228.866,2021-09-24 01:43:00,2021-09-23 18:43:00,7,Thursday,18
Doja Cat,Kiss Me More (feat. SZA),208.666,2021-09-24 01:47:00,2021-09-23 18:47:00,7,Thursday,18
Doja Cat,Streets,226.986,2021-09-24 01:50:00,2021-09-23 18:50:00,7,Thursday,18
Doja Cat,Shine,160.133,2021-09-24 01:53:00,2021-09-23 18:53:00,7,Thursday,18
Doja Cat,So High,199.746,2021-09-24 01:56:00,2021-09-23 18:56:00,7,Thursday,18
Doja Cat,Rules,187.04,2021-09-24 01:59:00,2021-09-23 18:59:00,7,Thursday,18
Doja Cat,Woman,172.626,2021-09-24 02:02:00,2021-09-23 19:02:00,7,Thursday,19
Doja Cat,Juicy,203.093,2021-09-24 02:05:00,2021-09-23 19:05:00,7,Thursday,19
Doja Cat,MOOO!,286.516,2021-09-24 02:10:00,2021-09-23 19:10:00,7,Thursday,19
Doja Cat,Love To Dream,216.853,2021-09-24 02:13:00,2021-09-23 19:13:00,7,Thursday,19
Doja Cat,Freak,284.48,2021-09-24 02:18:00,2021-09-23 19:18:00,7,Thursday,19
Whethan,THINK YOU RIGHT (feat. ericdoa & glaive),28.47,2021-09-24 02:25:00,2021-09-23 19:25:00,7,Thursday,19
Doja Cat,I Don't Do Drugs (feat. Ariana Grande),89.594,2021-09-24 02:25:00,2021-09-23 19:25:00,7,Thursday,19
NOVODOR,LIKE,8.707,2021-09-24 02:57:00,2021-09-23 19:57:00,7,Thursday,19
NOVODOR,SECOND HAND LOVE (feat. Will Heard),5.038,2021-09-24 03:12:00,2021-09-23 20:12:00,7,Thursday,20
ericdoa,fantasize,1.536,2021-09-26 01:46:00,2021-09-25 18:46:00,9,Saturday,18
ericdoa,fantasize,98.847,2021-09-26 01:48:00,2021-09-25 18:48:00,9,Saturday,18
ericdoa,movinglikeazombie,0.0,2021-09-26 01:50:00,2021-09-25 18:50:00,9,Saturday,18
ericdoa,back n forth,123.24,2021-09-26 01:50:00,2021-09-25 18:50:00,9,Saturday,18
Michael Brun,Soweto,184.626,2021-09-26 01:53:00,2021-09-25 18:53:00,9,Saturday,18
Remi Wolf,Quiet On Set,29.248,2021-09-26 01:53:00,2021-09-25 18:53:00,9,Saturday,18
DESTIN CONRAD,CAUTIOUS,1.393,2021-09-26 01:54:00,2021-09-25 18:54:00,9,Saturday,18
Taylor Swift,cardigan,1.23,2021-09-26 01:54:00,2021-09-25 18:54:00,9,Saturday,18
Wallows,OK - with Remi Wolf & Solomonophonic,2.182,2021-09-26 01:54:00,2021-09-25 18:54:00,9,Saturday,18
Jaden,Cabin Fever from The Hill,253.08,2021-09-26 01:58:00,2021-09-25 18:58:00,9,Saturday,18
Lennon Stella,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,160.289,2021-09-26 02:00:00,2021-09-25 19:00:00,9,Saturday,19
Clairo,How - demo,9.48,2021-09-26 02:00:00,2021-09-25 19:00:00,9,Saturday,19
Remi Wolf,Disco Man,0.905,2021-09-26 02:00:00,2021-09-25 19:00:00,9,Saturday,19
dhruv,double take,171.743,2021-09-26 02:03:00,2021-09-25 19:03:00,9,Saturday,19
Tiësto,Don't Be Shy,60.893,2021-09-26 02:04:00,2021-09-25 19:04:00,9,Saturday,19
Anderson .Paak,Fire In The Sky,0.162,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Remi Wolf,Photo ID,1.091,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Denyah,Easy Baby,103.677,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Dua Lipa,If It Ain’t Me,1.811,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Dua Lipa,If It Ain’t Me,2.275,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Remi Wolf,Monte Carlo,0.162,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Sean Leon,Matthew in the Middle (feat. Daniel Caesar),1.068,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),2.136,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Common,Majesty (Where We Gonna Take It),1.973,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
SYML,Where's My Love - Acoustic,0.232,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Remi Wolf,Down The Line,0.65,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Clean Bandit,Rather Be (feat. Jess Glynne),0.162,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Clean Bandit,Rather Be (feat. Jess Glynne),1.253,2021-09-26 02:06:00,2021-09-25 19:06:00,9,Saturday,19
Doja Cat,Woman,172.626,2021-09-26 02:09:00,2021-09-25 19:09:00,9,Saturday,19
Dua Lipa,Levitating (feat. DaBaby),203.064,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Dustin O'Halloran,We Move Lightly,0.743,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Allen Stone,Alone,2.136,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Dustin O'Halloran,Summer Waltz / The Drive,1.764,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Allen Stone,Naturally - Live in the Studio,1.416,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Dustin O'Halloran,"An Ending, a Beginning",0.139,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Remi Wolf,Guerrilla,0.789,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Tingsek,Maggie & Al (feat. Allen Stone),1.486,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Dustin O'Halloran,Opus 23,0.464,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Yebba,All I Ever Wanted,9.217,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Dustin O'Halloran,Home,0.139,2021-09-26 02:12:00,2021-09-25 19:12:00,9,Saturday,19
Norah Jones,Don't Know Why,0.116,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Dave Matthews Band,"#41 - Live at Centrum Centre, Worcester, MA 08.08.98",1.393,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Allen Stone,Reality,0.162,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Allen Stone,Your Eyes,0.975,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Zacari,Rainy Day,0.116,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Dua Lipa,Levitating,0.185,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Dua Lipa,Pretty Please,0.162,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Keys & Copper,Never Alone,0.185,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Isaiah Rashad,HB2U,0.208,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Flo Naegeli,Free Throw,0.162,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Keys & Copper,Come Back to Me,0.139,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Allen Stone,Better off This Way,0.139,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Keys & Copper,Let's Stay Together,0.185,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Isaiah Rashad,HB2U - A COLORS SHOW,0.185,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Moses Sumney,Cut Me,1.021,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Allen Stone,Georgia On My Mind,0.58,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Mike WiLL Made-It,Grown up Fairy Tales (feat. Chance the Rapper & Jeremih),1.16,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Keys & Copper,Pack It In,0.208,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),1.927,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Full Crate,Getaway(Feat. Latanya Alberto & Uhmeer),0.185,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Allen Stone,Poison,0.116,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Jerome Phoenix,When U Feel Like,0.116,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Allen Stone,Is This Love,0.743,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Jeraume,Perfect Day,0.185,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Drake,Champagne Poetry,0.0,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
VanJess,Slow Down (feat. Lucky Daye),4.272,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
anaiis,chuu,0.0,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Jerome Phoenix,That First Date,0.162,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
H.E.R.,Hard Place,0.162,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Keys & Copper,You Can't Change Me,0.092,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Flo Naegeli,Day Dreamin',0.301,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
Allen Stone,"What's Going On - Live At Spotify, NY/2012",3.181,2021-09-26 02:13:00,2021-09-25 19:13:00,9,Saturday,19
FKJ,Drops,1.091,2021-09-26 02:50:00,2021-09-25 19:50:00,9,Saturday,19
SHAWTZ,Lovestruck,140.0,2021-09-26 02:53:00,2021-09-25 19:53:00,9,Saturday,19
PICO,Find My Way,85.228,2021-09-26 02:57:00,2021-09-25 19:57:00,9,Saturday,19
Lake Street Dive,So Long,2.739,2021-09-26 03:01:00,2021-09-25 20:01:00,9,Saturday,20
Lake Street Dive,Godawful Things,1.323,2021-09-26 03:01:00,2021-09-25 20:01:00,9,Saturday,20
Lake Street Dive,Rich Girl,217.92,2021-09-26 03:01:00,2021-09-25 20:01:00,9,Saturday,20
Lake Street Dive,I Don't Care About You,2.159,2021-09-26 03:01:00,2021-09-25 20:01:00,9,Saturday,20
Lake Street Dive,Neighbor Song,24.631,2021-09-26 03:01:00,2021-09-25 20:01:00,9,Saturday,20
Lake Street Dive,Side Pony,66.083,2021-09-26 03:02:00,2021-09-25 20:02:00,9,Saturday,20
Allen Stone,Unaware,349.493,2021-09-26 22:12:00,2021-09-26 15:12:00,10,Sunday,15
Allen Stone,Your Eyes,245.173,2021-09-26 22:16:00,2021-09-26 15:16:00,10,Sunday,15
Allen Stone,Freedom,229.355,2021-09-26 22:20:00,2021-09-26 15:20:00,10,Sunday,15
Allen Stone,Sunny Days,190.689,2021-09-26 22:23:00,2021-09-26 15:23:00,10,Sunday,15
Allen Stone,Figure It Out (Bonus - Live In The Studio),247.594,2021-09-26 22:27:00,2021-09-26 15:27:00,10,Sunday,15
Allen Stone,Alone,77.001,2021-09-26 22:28:00,2021-09-26 15:28:00,10,Sunday,15
Allen Stone,"What's Going On - Live At Spotify, NY/2012",281.559,2021-09-26 22:33:00,2021-09-26 15:33:00,10,Sunday,15
Allen Stone,Georgia On My Mind,174.518,2021-09-26 23:29:00,2021-09-26 16:29:00,10,Sunday,16
Daniel Caesar,SUPERPOSITION,263.794,2021-09-26 23:34:00,2021-09-26 16:34:00,10,Sunday,16
Daniel Caesar,Get You (feat. Kali Uchis),278.179,2021-09-26 23:42:00,2021-09-26 16:42:00,10,Sunday,16
Daniel Caesar,CYANIDE REMIX (feat. Koffee),221.132,2021-09-26 23:45:00,2021-09-26 16:45:00,10,Sunday,16
Daniel Caesar,Made to Fall in Love,293.709,2021-09-26 23:50:00,2021-09-26 16:50:00,10,Sunday,16
Daniel Caesar,CYANIDE,194.959,2021-09-26 23:53:00,2021-09-26 16:53:00,10,Sunday,16
Daniel Caesar,Violet,144.0,2021-09-26 23:56:00,2021-09-26 16:56:00,10,Sunday,16
Daniel Caesar,Streetcar,203.921,2021-09-26 23:59:00,2021-09-26 16:59:00,10,Sunday,16
SYML,Where's My Love - Acoustic,0.092,2021-09-28 21:08:00,2021-09-28 14:08:00,12,Tuesday,14
SYML,Where's My Love - Acoustic,239.88,2021-09-28 21:12:00,2021-09-28 14:12:00,12,Tuesday,14
Doja Cat,Kiss Me More (feat. SZA),208.865,2021-09-28 21:16:00,2021-09-28 14:16:00,12,Tuesday,14
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),277.591,2021-09-28 21:20:00,2021-09-28 14:20:00,12,Tuesday,14
Still Woozy,Get Down,171.653,2021-09-28 21:23:00,2021-09-28 14:23:00,12,Tuesday,14
Alina Baraz,Fantasy,218.947,2021-09-28 21:48:00,2021-09-28 14:48:00,12,Tuesday,14
Alicia Keys,Show Me Love (feat. Miguel),188.6,2021-09-28 21:51:00,2021-09-28 14:51:00,12,Tuesday,14
Matt Maeson,Hallucinogenics,187.173,2021-09-28 21:54:00,2021-09-28 14:54:00,12,Tuesday,14
SHRETA,Cruise,255.582,2021-09-28 21:58:00,2021-09-28 14:58:00,12,Tuesday,14
Masego,Mystery Lady,190.886,2021-09-28 22:01:00,2021-09-28 15:01:00,12,Tuesday,15
The Marías,Hush - Still Woozy Remix,182.346,2021-09-29 18:06:00,2021-09-29 11:06:00,13,Wednesday,11
The Marías,Hush,146.192,2021-09-29 18:08:00,2021-09-29 11:08:00,13,Wednesday,11
Doja Cat,Kiss Me More (feat. SZA),208.452,2021-09-29 18:12:00,2021-09-29 11:12:00,13,Wednesday,11
Doja Cat,MOOO!,5.147,2021-09-29 18:12:00,2021-09-29 11:12:00,13,Wednesday,11
Doja Cat,Woman,172.626,2021-09-29 18:14:00,2021-09-29 11:14:00,13,Wednesday,11
Doja Cat,I Don't Do Drugs (feat. Ariana Grande),19.978,2021-09-29 18:15:00,2021-09-29 11:15:00,13,Wednesday,11
Flo Naegeli,Day Dreamin',176.25,2021-09-29 18:18:00,2021-09-29 11:18:00,13,Wednesday,11
Flo Naegeli,Free Throw,201.933,2021-09-29 18:21:00,2021-09-29 11:21:00,13,Wednesday,11
Sylvan Esso,Play It Right,184.6,2021-09-29 18:24:00,2021-09-29 11:24:00,13,Wednesday,11
Sylvan Esso,Die Young,210.613,2021-09-29 18:28:00,2021-09-29 11:28:00,13,Wednesday,11
Sylvan Esso,The Glow,14.889,2021-09-29 18:59:00,2021-09-29 11:59:00,13,Wednesday,11
Sylvan Esso,H.S.K.T.,257.853,2021-09-29 18:59:00,2021-09-29 11:59:00,13,Wednesday,11
Sylvan Esso,Dress,65.131,2021-09-29 19:01:00,2021-09-29 12:01:00,13,Wednesday,12
Frank Ocean,Thinkin Bout You,200.746,2021-09-29 19:20:00,2021-09-29 12:20:00,13,Wednesday,12
Frank Ocean,Pyramids,592.92,2021-09-29 19:30:00,2021-09-29 12:30:00,13,Wednesday,12
Frank Ocean,Monks,15.727,2021-09-29 19:30:00,2021-09-29 12:30:00,13,Wednesday,12
Frank Ocean,Nights,5.573,2021-09-29 19:34:00,2021-09-29 12:34:00,13,Wednesday,12
Frank Ocean,Ivy,249.191,2021-09-29 19:34:00,2021-09-29 12:34:00,13,Wednesday,12
Frank Ocean,Chanel,210.285,2021-09-29 19:38:00,2021-09-29 12:38:00,13,Wednesday,12
Frank Ocean,Lens,227.654,2021-09-29 19:41:00,2021-09-29 12:41:00,13,Wednesday,12
Frank Ocean,Futura Free,180.624,2021-09-29 21:14:00,2021-09-29 14:14:00,13,Wednesday,14
The Marías,Hush - Still Woozy Remix,1.59,2021-09-30 00:35:00,2021-09-29 17:35:00,13,Wednesday,17
Masego,Mystery Lady - Scorpion Kings Remix,15.3,2021-09-30 00:35:00,2021-09-29 17:35:00,13,Wednesday,17
Drake,Too Good,263.373,2021-09-30 00:39:00,2021-09-29 17:39:00,13,Wednesday,17
J. Cole,G.O.M.D.,301.133,2021-09-30 00:44:00,2021-09-29 17:44:00,13,Wednesday,17
Wifisfuneral,Alone As A Facetat,157.303,2021-09-30 00:47:00,2021-09-29 17:47:00,13,Wednesday,17
Common,GO!,224.16,2021-09-30 00:50:00,2021-09-29 17:50:00,13,Wednesday,17
Childish Gambino,Be Alone,280.686,2021-09-30 00:55:00,2021-09-29 17:55:00,13,Wednesday,17
Golden Rules,Never Die - Prefuse 73 Remix,258.392,2021-09-30 00:59:00,2021-09-29 17:59:00,13,Wednesday,17
Kanye West,Flashing Lights,237.506,2021-09-30 01:03:00,2021-09-29 18:03:00,13,Wednesday,18
Lupe Fiasco,Sunshine,235.52,2021-09-30 01:07:00,2021-09-29 18:07:00,13,Wednesday,18
Isaiah Rashad,Silkk da Shocka (feat. Syd),166.086,2021-09-30 01:09:00,2021-09-29 18:09:00,13,Wednesday,18
Drake,One Dance,173.986,2021-09-30 01:12:00,2021-09-29 18:12:00,13,Wednesday,18
Kendrick Lamar,Compton,248.093,2021-09-30 01:16:00,2021-09-29 18:16:00,13,Wednesday,18
J. Cole,Photograph,218.953,2021-09-30 01:20:00,2021-09-29 18:20:00,13,Wednesday,18
Joyner Lucas,Snitch,79.319,2021-09-30 01:21:00,2021-09-29 18:21:00,13,Wednesday,18
Ella Martine,the boy who lived,6.48,2021-09-30 18:04:00,2021-09-30 11:04:00,14,Thursday,11
Mac Miller,Circles,170.36,2021-10-01 02:51:00,2021-09-30 19:51:00,14,Thursday,19
Mac Miller,Complicated,232.211,2021-10-01 16:47:00,2021-10-01 09:47:00,15,Friday,9
Mac Miller,Blue World,209.44,2021-10-01 16:50:00,2021-10-01 09:50:00,15,Friday,9
Mac Miller,Good News,342.04,2021-10-01 16:56:00,2021-10-01 09:56:00,15,Friday,9
Mac Miller,I Can See,220.853,2021-10-01 17:00:00,2021-10-01 10:00:00,15,Friday,10
Mac Miller,Everybody,256.506,2021-10-01 17:04:00,2021-10-01 10:04:00,15,Friday,10
Mac Miller,Woods,286.386,2021-10-01 17:09:00,2021-10-01 10:09:00,15,Friday,10
Mac Miller,Hand Me Downs,298.44,2021-10-01 17:14:00,2021-10-01 10:14:00,15,Friday,10
Mac Miller,That's On Me,217.868,2021-10-01 17:17:00,2021-10-01 10:17:00,15,Friday,10
Mac Miller,Hands,199.981,2021-10-01 17:21:00,2021-10-01 10:21:00,15,Friday,10
Mac Miller,Surf,330.506,2021-10-01 17:26:00,2021-10-01 10:26:00,15,Friday,10
Mac Miller,Once A Day,160.266,2021-10-01 17:29:00,2021-10-01 10:29:00,15,Friday,10
Mac Miller,Right,287.871,2021-10-01 17:34:00,2021-10-01 10:34:00,15,Friday,10
Mac Miller,Hurt Feelings,3.029,2021-10-01 17:37:00,2021-10-01 10:37:00,15,Friday,10
Mac Miller,Floating,212.19,2021-10-01 17:37:00,2021-10-01 10:37:00,15,Friday,10
Mac Miller,Come Back to Earth,161.84,2021-10-01 17:40:00,2021-10-01 10:40:00,15,Friday,10
Mac Miller,Hurt Feelings,245.64,2021-10-01 17:44:00,2021-10-01 10:44:00,15,Friday,10
Mac Miller,Hurt Feelings,6.421,2021-10-01 17:45:00,2021-10-01 10:45:00,15,Friday,10
Mac Miller,What's the Use?,33.138,2021-10-01 17:45:00,2021-10-01 10:45:00,15,Friday,10
Mac Miller,What's the Use?,288.64,2021-10-01 17:50:00,2021-10-01 10:50:00,15,Friday,10
Mac Miller,Perfecto,157.779,2021-10-01 20:41:00,2021-10-01 13:41:00,15,Friday,13
Mac Miller,Hurt Feelings,245.64,2021-10-01 20:45:00,2021-10-01 13:45:00,15,Friday,13
Mac Miller,Floating,105.557,2021-10-01 20:47:00,2021-10-01 13:47:00,15,Friday,13
Mac Miller,Right,287.871,2021-10-01 20:52:00,2021-10-01 13:52:00,15,Friday,13
Mac Miller,Once A Day,127.529,2021-10-01 20:54:00,2021-10-01 13:54:00,15,Friday,13
Mac Miller,Surf,330.506,2021-10-01 20:59:00,2021-10-01 13:59:00,15,Friday,13
Mac Miller,That's On Me,217.868,2021-10-01 21:03:00,2021-10-01 14:03:00,15,Friday,14
Mac Miller,Hand Me Downs,217.991,2021-10-01 21:06:00,2021-10-01 14:06:00,15,Friday,14
Mac Miller,Woods,286.386,2021-10-01 21:11:00,2021-10-01 14:11:00,15,Friday,14
Mac Miller,Blue World,20.832,2021-10-01 21:11:00,2021-10-01 14:11:00,15,Friday,14
Mac Miller,Good News,49.621,2021-10-01 21:12:00,2021-10-01 14:12:00,15,Friday,14
Mac Miller,Complicated,191.332,2021-10-01 21:15:00,2021-10-01 14:15:00,15,Friday,14
Mac Miller,Circles,134.28,2021-10-01 21:18:00,2021-10-01 14:18:00,15,Friday,14
Mac Miller,2009,347.986,2021-10-01 21:23:00,2021-10-01 14:23:00,15,Friday,14
The Isley Brothers,"That Lady, Pts. 1 & 2",35.068,2021-10-01 21:24:00,2021-10-01 14:24:00,15,Friday,14
